order_id,food_name,price,cost,margin,margin_percentage,margin_per,rating,cuisine,city,category,quantity,timestamp,confidence
100577,Paneer Paratha,236,141.2,94.8,40.17,94.8,4.15,South Indian,Pune,Star,1,2026-03-01 04:23:00,0.0
100577,Lemon Soda,143,83.66,59.34,41.5,59.34,4.73,Chinese,Pune,Hidden Star,1,2026-03-01 04:23:00,0.6782690498588899
100577,Farmhouse Pizza,142,88.0,54.0,38.03,108.0,4.4,Street Food,Pune,Risk,2,2026-03-01 04:23:00,0.0
100578,Veg Wrap,134,61.24,72.75999999999999,54.3,72.75999999999999,4.73,Chinese,Mumbai,Hidden Star,1,2026-03-07 00:50:00,0.0
100578,Paneer Biryani,199,133.2,65.80000000000001,33.07,65.80000000000001,4.62,Italian,Mumbai,Star,1,2026-03-07 00:50:00,0.0
100579,Peri Peri Fries,297,125.73,171.26999999999998,57.67,513.81,3.87,Continental,Ahmedabad,Dog,3,2026-03-10 14:52:00,0.0
100579,Kadhi Chawal,323,207.88,115.12,35.64,345.36,4.37,Fast Food,Ahmedabad,Dog,3,2026-03-10 14:52:00,0.0
100580,Pav Bhaji,168,96.56,71.44,42.52,142.88,4.39,Italian,Pune,Hidden Star,2,2026-03-18 04:52:00,0.0
100581,Nachos,87,43.25,43.75,50.29,87.5,3.78,Fast Food,Jaipur,Hidden Star,2,2026-03-15 06:47:00,0.0
100581,Pav Bhaji,168,96.56,71.44,42.52,214.32,4.39,Italian,Jaipur,Hidden Star,3,2026-03-15 06:47:00,0.0
100582,Paneer Pizza,154,62.89,91.11,59.16,273.33,3.92,Continental,Pune,Star,3,2026-03-31 04:45:00,0.7290076335877863
100582,Garlic Bread,200,104.43,95.57,47.78,191.14,4.83,South Indian,Pune,Dog,2,2026-03-31 04:45:00,0.7054478301015698
100583,Greek Salad,254,147.04,106.96,42.11,213.92,3.97,Italian,Delhi,Hidden Star,2,2026-03-16 23:39:00,0.0
100583,Paneer Biryani,199,133.2,65.80000000000001,33.07,197.40000000000003,4.62,Italian,Delhi,Star,3,2026-03-16 23:39:00,0.0
100583,Falafel Wrap,349,192.85,156.15,44.74,156.15,4.89,Continental,Delhi,Hidden Star,1,2026-03-16 23:39:00,0.0
100583,Strawberry Shake,82,49.73,32.27,39.35,64.54,4.42,Fast Food,Delhi,Dog,2,2026-03-16 23:39:00,0.0
100584,Veg Biryani,382,170.2,211.8,55.45,211.8,4.64,Italian,Chennai,Risk,1,2026-03-11 00:02:00,0.7068627450980391
100584,Lemon Soda,143,83.66,59.34,41.5,118.68,4.73,Chinese,Chennai,Hidden Star,2,2026-03-11 00:02:00,0.6782690498588899
100585,Paneer Momos,346,187.29,158.71,45.87,158.71,3.72,North Indian,Jaipur,Risk,1,2026-03-18 05:54:00,0.0
100586,Chocolate Lava Cake,197,96.96,100.04,50.78,100.04,4.83,Fast Food,Mumbai,Star,1,2026-03-29 07:59:00,0.0
100586,Coke,226,120.6,105.4,46.64,210.8,4.68,Chinese,Mumbai,Star,2,2026-03-29 07:59:00,0.7108585858585857
100586,Aloo Paratha,377,173.61,203.39,53.95,203.39,4.48,Mexican,Mumbai,Hidden Star,1,2026-03-29 07:59:00,0.0
100587,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Bangalore,Dog,3,2026-03-27 11:00:00,0.7054478301015698
100587,Paneer Biryani,199,133.2,65.80000000000001,33.07,65.80000000000001,4.62,Italian,Bangalore,Star,1,2026-03-27 11:00:00,0.0
100587,Paneer Paratha,236,141.2,94.8,40.17,94.8,4.15,South Indian,Bangalore,Star,1,2026-03-27 11:00:00,0.0
100588,Mango Shake,382,170.93,211.07,55.25,422.14,4.76,Italian,Bangalore,Star,2,2026-03-16 11:32:00,0.0
100588,Ice Cream Vanilla,346,199.35,146.65,42.38,146.65,3.99,Street Food,Bangalore,Risk,1,2026-03-16 11:32:00,0.0
100588,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Bangalore,Dog,3,2026-03-16 11:32:00,0.7054478301015698
100588,Chole Bhature,281,143.58,137.42,48.9,412.26,4.43,North Indian,Bangalore,Hidden Star,3,2026-03-16 11:32:00,0.0
100589,Masala Dosa,397,203.88,193.12,48.64,579.36,3.67,North Indian,Pune,Dog,3,2026-03-19 09:32:00,0.7004608294930875
100589,Cold Coffee,298,208.49,89.50999999999999,30.04,179.01999999999998,4.18,Fast Food,Pune,Dog,2,2026-03-19 09:32:00,0.7314725697786333
100590,Veg Biryani,382,170.2,211.8,55.45,635.4000000000001,4.64,Italian,Jaipur,Risk,3,2026-03-31 00:40:00,0.7068627450980391
100590,Kachori,169,97.76,71.24,42.15,142.48,4.5,Fast Food,Jaipur,Hidden Star,2,2026-03-31 00:40:00,0.0
100590,Paneer Paratha,236,141.2,94.8,40.17,189.6,4.15,South Indian,Jaipur,Star,2,2026-03-31 00:40:00,0.0
100591,Veg Biryani,382,170.2,211.8,55.45,635.4000000000001,4.64,Italian,Ahmedabad,Risk,3,2026-03-09 20:13:00,0.7068627450980391
100591,Onion Rings,286,170.04,115.96,40.55,347.88,4.35,South Indian,Ahmedabad,Dog,3,2026-03-09 20:13:00,0.0
100591,Peri Peri Fries,297,125.73,171.26999999999998,57.67,513.81,3.87,Continental,Ahmedabad,Dog,3,2026-03-09 20:13:00,0.0
100591,Cold Coffee,298,208.49,89.50999999999999,30.04,179.01999999999998,4.18,Fast Food,Ahmedabad,Dog,2,2026-03-09 20:13:00,0.7314725697786333
100592,Mushroom Pizza,213,116.2,96.8,45.45,96.8,4.02,Continental,Mumbai,Hidden Star,1,2026-03-12 13:49:00,0.0
100592,Schezwan Noodles,130,83.73,46.27,35.59,46.27,3.83,North Indian,Mumbai,Hidden Star,1,2026-03-12 13:49:00,0.0
100593,Chole Bhature,281,143.58,137.42,48.9,274.84,4.43,North Indian,Surat,Hidden Star,2,2026-03-04 02:02:00,0.0
100593,Paneer Momos,346,187.29,158.71,45.87,476.13,3.72,North Indian,Surat,Risk,3,2026-03-04 02:02:00,0.0
100594,Veg Burger,309,147.64,161.36,52.22,484.08,4.78,Street Food,Bangalore,Star,3,2026-03-27 03:22:00,0.7777274669687799
100594,Fries,240,156.7,83.30000000000001,34.71,166.60000000000002,4.65,North Indian,Bangalore,Star,2,2026-03-27 03:22:00,0.8208795355839629
100594,Coke,226,120.6,105.4,46.64,105.4,4.68,Chinese,Bangalore,Star,1,2026-03-27 03:22:00,0.7108585858585857
100595,Rajma Chawal,167,69.3,97.7,58.5,293.1,4.49,South Indian,Mumbai,Star,3,2026-03-31 03:26:00,0.0
100596,Hakka Noodles,82,46.48,35.52,43.32,35.52,4.24,Italian,Pune,Star,1,2026-03-26 09:19:00,0.7129963898916968
100596,Veg Manchurian,391,160.39,230.61,58.98,230.61,4.87,Italian,Pune,Risk,1,2026-03-26 09:19:00,0.6991150442477877
100597,Cheese Burger,344,221.48,122.52,35.62,245.04,4.48,Fast Food,Kolkata,Hidden Star,2,2026-03-18 23:04:00,0.0
100597,Plain Dosa,162,76.82,85.18,52.58,85.18,4.11,Fast Food,Kolkata,Risk,1,2026-03-18 23:04:00,0.0
100598,Fries,240,156.7,83.30000000000001,34.71,83.30000000000001,4.65,North Indian,Bangalore,Star,1,2026-03-18 14:16:00,0.8208795355839629
100598,Corn Pizza,379,205.01,173.99,45.91,347.98,4.74,South Indian,Bangalore,Star,2,2026-03-18 14:16:00,0.0
100598,Tomato Soup,175,73.14,101.86,58.21,305.58,3.99,South Indian,Bangalore,Dog,3,2026-03-18 14:16:00,0.0
100598,Samosa,198,95.3,102.7,51.87,308.1,3.65,Chinese,Bangalore,Dog,3,2026-03-18 14:16:00,0.0
100599,Masala Dosa,397,203.88,193.12,48.64,579.36,3.67,North Indian,Bangalore,Dog,3,2026-03-02 13:20:00,0.7004608294930875
100599,Cold Coffee,298,208.49,89.50999999999999,30.04,89.50999999999999,4.18,Fast Food,Bangalore,Dog,1,2026-03-02 13:20:00,0.7314725697786333
100600,Kadhi Chawal,323,207.88,115.12,35.64,115.12,4.37,Fast Food,Surat,Dog,1,2026-03-09 01:44:00,0.0
100600,Peri Peri Fries,297,125.73,171.26999999999998,57.67,342.54,3.87,Continental,Surat,Dog,2,2026-03-09 01:44:00,0.0
100600,Falooda,226,133.56,92.44,40.9,277.32,4.12,Fast Food,Surat,Risk,3,2026-03-09 01:44:00,0.0
100600,Veg Burger,309,147.64,161.36,52.22,161.36,4.78,Street Food,Surat,Star,1,2026-03-09 01:44:00,0.7777274669687799
100601,Butter Naan,304,197.11,106.89,35.16,213.78,4.51,Mexican,Ahmedabad,Dog,2,2026-03-09 00:04:00,0.0
100601,Paneer Pizza,154,62.89,91.11,59.16,273.33,3.92,Continental,Ahmedabad,Star,3,2026-03-09 00:04:00,0.7290076335877863
100602,Paneer Paratha,236,141.2,94.8,40.17,94.8,4.15,South Indian,Delhi,Star,1,2026-03-01 02:33:00,0.0
100602,Paneer Momos,346,187.29,158.71,45.87,317.42,3.72,North Indian,Delhi,Risk,2,2026-03-01 02:33:00,0.0
100602,Paneer Pizza,154,62.89,91.11,59.16,91.11,3.92,Continental,Delhi,Star,1,2026-03-01 02:33:00,0.7290076335877863
100603,Chole Bhature,281,143.58,137.42,48.9,137.42,4.43,North Indian,Bangalore,Hidden Star,1,2026-03-26 11:07:00,0.0
100603,Veg Burger,309,147.64,161.36,52.22,484.08,4.78,Street Food,Bangalore,Star,3,2026-03-26 11:07:00,0.7777274669687799
100604,Veg Cutlet,267,170.35,96.65,36.2,289.95000000000005,3.99,Chinese,Chennai,Risk,3,2026-03-06 04:42:00,0.0
100605,Veg Momos,80,54.18,25.82,32.27,25.82,4.78,Mexican,Hyderabad,Risk,1,2026-03-30 12:32:00,0.0
100605,Veg Wrap,134,61.24,72.75999999999999,54.3,218.28,4.73,Chinese,Hyderabad,Hidden Star,3,2026-03-30 12:32:00,0.0
100605,Fries,240,156.7,83.30000000000001,34.71,83.30000000000001,4.65,North Indian,Hyderabad,Star,1,2026-03-30 12:32:00,0.8208795355839629
100606,Veg Burger,309,147.64,161.36,52.22,161.36,4.78,Street Food,Hyderabad,Star,1,2026-03-23 11:56:00,0.7777274669687799
100606,Fries,240,156.7,83.30000000000001,34.71,83.30000000000001,4.65,North Indian,Hyderabad,Star,1,2026-03-23 11:56:00,0.8208795355839629
100606,Coke,226,120.6,105.4,46.64,105.4,4.68,Chinese,Hyderabad,Star,1,2026-03-23 11:56:00,0.7108585858585857
100607,Hakka Noodles,82,46.48,35.52,43.32,106.56,4.24,Italian,Kolkata,Star,3,2026-03-29 19:57:00,0.7129963898916968
100607,Veg Manchurian,391,160.39,230.61,58.98,230.61,4.87,Italian,Kolkata,Risk,1,2026-03-29 19:57:00,0.6991150442477877
100608,Vada Pav,107,59.72,47.28,44.19,94.56,3.69,Continental,Jaipur,Dog,2,2026-03-29 22:17:00,0.0
100608,Aloo Paratha,377,173.61,203.39,53.95,406.78,4.48,Mexican,Jaipur,Hidden Star,2,2026-03-29 22:17:00,0.0
100608,Farmhouse Pizza,142,88.0,54.0,38.03,54.0,4.4,Street Food,Jaipur,Risk,1,2026-03-29 22:17:00,0.0
100608,Pav Bhaji,168,96.56,71.44,42.52,71.44,4.39,Italian,Jaipur,Hidden Star,1,2026-03-29 22:17:00,0.0
100609,Veg Burger,309,147.64,161.36,52.22,322.72,4.78,Street Food,Pune,Star,2,2026-03-19 07:13:00,0.7777274669687799
100609,Fries,240,156.7,83.30000000000001,34.71,249.90000000000003,4.65,North Indian,Pune,Star,3,2026-03-19 07:13:00,0.8208795355839629
100609,Coke,226,120.6,105.4,46.64,316.20000000000005,4.68,Chinese,Pune,Star,3,2026-03-19 07:13:00,0.7108585858585857
100610,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Pune,Dog,3,2026-03-25 11:39:00,0.7054478301015698
100610,Veg Manchurian,391,160.39,230.61,58.98,461.22,4.87,Italian,Pune,Risk,2,2026-03-25 11:39:00,0.6991150442477877
100610,Onion Rings,286,170.04,115.96,40.55,231.92,4.35,South Indian,Pune,Dog,2,2026-03-25 11:39:00,0.0
100611,Paneer Pizza,154,62.89,91.11,59.16,91.11,3.92,Continental,Surat,Star,1,2026-03-29 08:26:00,0.7290076335877863
100611,Garlic Bread,200,104.43,95.57,47.78,95.57,4.83,South Indian,Surat,Dog,1,2026-03-29 08:26:00,0.7054478301015698
100612,Dal Makhani,263,163.03,99.97,38.01,299.91,4.9,North Indian,Kolkata,Star,3,2026-03-10 16:11:00,0.0
100612,Chocolate Lava Cake,197,96.96,100.04,50.78,300.12,4.83,Fast Food,Kolkata,Star,3,2026-03-10 16:11:00,0.0
100613,Hakka Noodles,82,46.48,35.52,43.32,35.52,4.24,Italian,Bangalore,Star,1,2026-03-12 03:58:00,0.7129963898916968
100613,Veg Manchurian,391,160.39,230.61,58.98,230.61,4.87,Italian,Bangalore,Risk,1,2026-03-12 03:58:00,0.6991150442477877
100614,Paneer Pizza,154,62.89,91.11,59.16,182.22,3.92,Continental,Jaipur,Star,2,2026-03-19 05:43:00,0.7290076335877863
100614,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Jaipur,Dog,3,2026-03-19 05:43:00,0.7054478301015698
100615,Veg Manchurian,391,160.39,230.61,58.98,691.83,4.87,Italian,Mumbai,Risk,3,2026-03-25 08:37:00,0.6991150442477877
100615,Chole Bhature,281,143.58,137.42,48.9,137.42,4.43,North Indian,Mumbai,Hidden Star,1,2026-03-25 08:37:00,0.0
100615,Pav Bhaji,168,96.56,71.44,42.52,71.44,4.39,Italian,Mumbai,Hidden Star,1,2026-03-25 08:37:00,0.0
100615,Tomato Soup,175,73.14,101.86,58.21,305.58,3.99,South Indian,Mumbai,Dog,3,2026-03-25 08:37:00,0.0
100616,Hakka Noodles,82,46.48,35.52,43.32,71.04,4.24,Italian,Pune,Star,2,2026-03-25 16:28:00,0.7129963898916968
100616,Veg Manchurian,391,160.39,230.61,58.98,230.61,4.87,Italian,Pune,Risk,1,2026-03-25 16:28:00,0.6991150442477877
100617,Paneer Paratha,236,141.2,94.8,40.17,94.8,4.15,South Indian,Chennai,Star,1,2026-03-06 22:53:00,0.0
100618,Fries,240,156.7,83.30000000000001,34.71,83.30000000000001,4.65,North Indian,Kolkata,Star,1,2026-03-19 03:24:00,0.8208795355839629
100618,Idli Sambar,201,112.47,88.53,44.04,88.53,4.82,Fast Food,Kolkata,Risk,1,2026-03-19 03:24:00,0.0
100619,Paneer Pizza,154,62.89,91.11,59.16,91.11,3.92,Continental,Bangalore,Star,1,2026-03-30 04:36:00,0.7290076335877863
100619,Garlic Bread,200,104.43,95.57,47.78,95.57,4.83,South Indian,Bangalore,Dog,1,2026-03-30 04:36:00,0.7054478301015698
100620,Hakka Noodles,82,46.48,35.52,43.32,106.56,4.24,Italian,Jaipur,Star,3,2026-03-31 07:40:00,0.7129963898916968
100620,Veg Manchurian,391,160.39,230.61,58.98,461.22,4.87,Italian,Jaipur,Risk,2,2026-03-31 07:40:00,0.6991150442477877
100621,Paneer Pizza,154,62.89,91.11,59.16,182.22,3.92,Continental,Bangalore,Star,2,2026-03-06 04:15:00,0.7290076335877863
100621,Garlic Bread,200,104.43,95.57,47.78,95.57,4.83,South Indian,Bangalore,Dog,1,2026-03-06 04:15:00,0.7054478301015698
100622,Veg Biryani,382,170.2,211.8,55.45,423.6,4.64,Italian,Surat,Risk,2,2026-03-13 11:25:00,0.7068627450980391
100623,Corn Pizza,379,205.01,173.99,45.91,347.98,4.74,South Indian,Jaipur,Star,2,2026-03-14 16:23:00,0.0
100624,Chole Bhature,281,143.58,137.42,48.9,274.84,4.43,North Indian,Kolkata,Hidden Star,2,2026-03-03 00:12:00,0.0
100624,Cold Coffee,298,208.49,89.50999999999999,30.04,179.01999999999998,4.18,Fast Food,Kolkata,Dog,2,2026-03-03 00:12:00,0.7314725697786333
100624,Veg Burger,309,147.64,161.36,52.22,161.36,4.78,Street Food,Kolkata,Star,1,2026-03-03 00:12:00,0.7777274669687799
100625,Veg Biryani,382,170.2,211.8,55.45,211.8,4.64,Italian,Delhi,Risk,1,2026-03-27 07:24:00,0.7068627450980391
100625,Lemon Soda,143,83.66,59.34,41.5,59.34,4.73,Chinese,Delhi,Hidden Star,1,2026-03-27 07:24:00,0.6782690498588899
100626,Falafel Wrap,349,192.85,156.15,44.74,312.3,4.89,Continental,Kolkata,Hidden Star,2,2026-03-01 06:50:00,0.0
100626,Pasta Alfredo,130,69.13,60.870000000000005,46.82,182.61,4.21,North Indian,Kolkata,Risk,3,2026-03-01 06:50:00,0.0
100627,Chocolate Lava Cake,197,96.96,100.04,50.78,300.12,4.83,Fast Food,Kolkata,Star,3,2026-03-29 08:39:00,0.0
100627,Paneer Pizza,154,62.89,91.11,59.16,273.33,3.92,Continental,Kolkata,Star,3,2026-03-29 08:39:00,0.7290076335877863
100627,Paneer Biryani,199,133.2,65.80000000000001,33.07,131.60000000000002,4.62,Italian,Kolkata,Star,2,2026-03-29 08:39:00,0.0
100628,Aloo Paratha,377,173.61,203.39,53.95,610.17,4.48,Mexican,Delhi,Hidden Star,3,2026-03-10 05:56:00,0.0
100628,Pepsi,316,148.86,167.14,52.89,501.42,4.71,Fast Food,Delhi,Dog,3,2026-03-10 05:56:00,0.0
100628,Latte,158,89.86,68.14,43.13,68.14,4.17,Street Food,Delhi,Star,1,2026-03-10 05:56:00,0.0
100628,Veg Cutlet,267,170.35,96.65,36.2,289.95000000000005,3.99,Chinese,Delhi,Risk,3,2026-03-10 05:56:00,0.0
100629,Paneer Pizza,154,62.89,91.11,59.16,273.33,3.92,Continental,Delhi,Star,3,2026-03-25 12:56:00,0.7290076335877863
100629,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Delhi,Dog,3,2026-03-25 12:56:00,0.7054478301015698
100630,Mint Mojito,283,139.51,143.49,50.7,143.49,3.8,Fast Food,Pune,Star,1,2026-03-26 02:24:00,0.0
100631,Hakka Noodles,82,46.48,35.52,43.32,71.04,4.24,Italian,Surat,Star,2,2026-03-29 10:49:00,0.7129963898916968
100631,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Surat,Dog,3,2026-03-29 10:49:00,0.7054478301015698
100631,Plain Dosa,162,76.82,85.18,52.58,170.36,4.11,Fast Food,Surat,Risk,2,2026-03-29 10:49:00,0.0
100632,Pasta Arrabiata,342,141.53,200.47,58.62,200.47,4.43,Italian,Chennai,Risk,1,2026-03-13 16:40:00,0.0
100632,Aloo Paratha,377,173.61,203.39,53.95,406.78,4.48,Mexican,Chennai,Hidden Star,2,2026-03-13 16:40:00,0.0
100633,Paneer Pizza,154,62.89,91.11,59.16,91.11,3.92,Continental,Chennai,Star,1,2026-03-19 02:32:00,0.7290076335877863
100633,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Chennai,Dog,3,2026-03-19 02:32:00,0.7054478301015698
100634,Paneer Wrap,116,69.24,46.760000000000005,40.31,46.760000000000005,4.33,North Indian,Bangalore,Hidden Star,1,2026-03-21 13:28:00,0.0
100634,Tandoori Roti,213,147.17,65.83000000000001,30.91,197.49000000000004,3.91,Italian,Bangalore,Hidden Star,3,2026-03-21 13:28:00,0.0
100634,Spring Rolls,186,125.31,60.69,32.63,121.38,4.57,Chinese,Bangalore,Hidden Star,2,2026-03-21 13:28:00,0.0
100634,Nachos,87,43.25,43.75,50.29,131.25,3.78,Fast Food,Bangalore,Hidden Star,3,2026-03-21 13:28:00,0.0
100635,Corn Pizza,379,205.01,173.99,45.91,521.97,4.74,South Indian,Hyderabad,Star,3,2026-03-21 08:28:00,0.0
100635,Sweet Corn Soup,379,204.3,174.7,46.09,174.7,4.09,North Indian,Hyderabad,Dog,1,2026-03-21 08:28:00,0.0
100636,Paneer Pizza,154,62.89,91.11,59.16,273.33,3.92,Continental,Pune,Star,3,2026-03-08 06:36:00,0.7290076335877863
100636,Garlic Bread,200,104.43,95.57,47.78,286.71,4.83,South Indian,Pune,Dog,3,2026-03-08 06:36:00,0.7054478301015698
100637,Ice Cream Chocolate,188,120.26,67.74,36.03,203.22,3.72,Italian,Ahmedabad,Star,3,2026-03-22 21:15:00,0.0
100638,Paneer Pizza,154,62.89,91.11,59.16,91.11,3.92,Continental,Mumbai,Star,1,2026-03-29 20:58:00,0.7290076335877863
100638,Garlic Bread,200,104.43,95.57,47.78,95.57,4.83,South Indian,Mumbai,Dog,1,2026-03-29 20:58:00,0.7054478301015698
100639,Masala Dosa,397,203.88,193.12,48.64,193.12,3.67,North Indian,Ahmedabad,Dog,1,2026-03-04 06:41:00,0.7004608294930875
100639,Cold Coffee,298,208.49,89.50999999999999,30.04,268.53,4.18,Fast Food,Ahmedabad,Dog,3,2026-03-04 06:41:00,0.7314725697786333
100640,Paneer Butter Masala,152,65.53,86.47,56.89,172.94,4.83,South Indian,Chennai,Star,2,2026-03-11 12:12:00,0.0
100641,Ice Cream Chocolate,188,120.26,67.74,36.03,67.74,3.72,Italian,Ahmedabad,Star,1,2026-03-27 05:33:00,0.0
100641,Veg Wrap,134,61.24,72.75999999999999,54.3,72.75999999999999,4.73,Chinese,Ahmedabad,Hidden Star,1,2026-03-27 05:33:00,0.0
100641,Masala Dosa,397,203.88,193.12,48.64,579.36,3.67,North Indian,Ahmedabad,Dog,3,2026-03-27 05:33:00,0.7004608294930875
100642,Spring Rolls,186,125.31,60.69,32.63,60.69,4.57,Chinese,Kolkata,Hidden Star,1,2026-03-28 06:22:00,0.0
100642,Mint Mojito,283,139.51,143.49,50.7,286.98,3.8,Fast Food,Kolkata,Star,2,2026-03-28 06:22:00,0.0
100642,Masala Dosa,397,203.88,193.12,48.64,193.12,3.67,North Indian,Kolkata,Dog,1,2026-03-28 06:22:00,0.7004608294930875
100643,Falooda,226,133.56,92.44,40.9,92.44,4.12,Fast Food,Kolkata,Risk,1,2026-03-23 12:25:00,0.0
100643,Pasta Arrabiata,342,141.53,200.47,58.62,200.47,4.43,Italian,Kolkata,Risk,1,2026-03-23 12:25:00,0.0
100643,Spring Rolls,186,125.31,60.69,32.63,60.69,4.57,Chinese,Kolkata,Hidden Star,1,2026-03-23 12:25:00,0.0
100643,Sweet Corn Soup,379,204.3,174.7,46.09,174.7,4.09,North Indian,Kolkata,Dog,1,2026-03-23 12:25:00,0.0
100644,Masala Dosa,397,203.88,193.12,48.64,579.36,3.67,North Indian,Ahmedabad,Dog,3,2026-03-13 19:21:00,0.7004608294930875
100644,Cold Coffee,298,208.49,89.50999999999999,30.04,89.50999999999999,4.18,Fast Food,Ahmedabad,Dog,1,2026-03-13 19:21:00,0.7314725697786333
100645,Veg Soup,227,107.53,119.47,52.63,238.94,4.31,Continental,Ahmedabad,Dog,2,2026-03-12 02:29:00,0.0
100645,Farmhouse Pizza,142,88.0,54.0,38.03,162.0,4.4,Street Food,Ahmedabad,Risk,3,2026-03-12 02:29:00,0.0
100646,Masala Dosa,397,203.88,193.12,48.64,193.12,3.67,North Indian,Bangalore,Dog,1,2026-03-24 00:28:00,0.7004608294930875
100646,Cold Coffee,298,208.49,89.50999999999999,30.04,89.50999999999999,4.18,Fast Food,Bangalore,Dog,1,2026-03-24 00:28:00,0.7314725697786333
100647,Kachori,169,97.76,71.24,42.15,213.72,4.5,Fast Food,Hyderabad,Hidden Star,3,2026-03-15 16:52:00,0.0
100647,Pasta Arrabiata,342,141.53,200.47,58.62,200.47,4.43,Italian,Hyderabad,Risk,1,2026-03-15 16:52:00,0.0
100647,Falooda,226,133.56,92.44,40.9,184.88,4.12,Fast Food,Hyderabad,Risk,2,2026-03-15 16:52:00,0.0
100648,Paneer Pizza,154,62.89,91.11,59.16,182.22,3.92,Continental,Jaipur,Star,2,2026-03-15 07:17:00,0.7290076335877863
100648,Garlic Bread,200,104.43,95.57,47.78,95.57,4.83,South Indian,Jaipur,Dog,1,2026-03-15 07:17:00,0.7054478301015698
100649,Paneer Biryani,199,133.2,65.80000000000001,33.07,197.40000000000003,4.62,Italian,Hyderabad,Star,3,2026-03-29 04:07:00,0.0
100649,Peri Peri Fries,297,125.73,171.26999999999998,57.67,513.81,3.87,Continental,Hyderabad,Dog,3,2026-03-29 04:07:00,0.0
100649,Club Sandwich,239,119.5,119.5,50.0,358.5,3.93,Street Food,Hyderabad,Risk,3,2026-03-29 04:07:00,0.0
100650,Masala Dosa,397,203.88,193.12,48.64,386.24,3.67,North Indian,Chennai,Dog,2,2026-03-07 08:29:00,0.7004608294930875
100650,Cold Coffee,298,208.49,89.50999999999999,30.04,179.01999999999998,4.18,Fast Food,Chennai,Dog,2,2026-03-07 08:29:00,0.7314725697786333
100651,Veg Pizza,189,100.97,88.03,46.58,88.03,4.08,Chinese,Bangalore,Dog,1,2026-03-14 05:38:00,0.0
100651,Pasta Alfredo,130,69.13,60.870000000000005,46.82,121.74,4.21,North Indian,Bangalore,Risk,2,2026-03-14 05:38:00,0.0
100651,Paneer Momos,346,187.29,158.71,45.87,317.42,3.72,North Indian,Bangalore,Risk,2,2026-03-14 05:38:00,0.0
100652,Veg Burger,309,147.64,161.36,52.22,161.36,4.78,Street Food,Chennai,Star,1,2026-03-04 06:00:00,0.7777274669687799
100652,Fries,240,156.7,83.30000000000001,34.71,249.90000000000003,4.65,North Indian,Chennai,Star,3,2026-03-04 06:00:00,0.8208795355839629
100652,Coke,226,120.6,105.4,46.64,210.8,4.68,Chinese,Chennai,Star,2,2026-03-04 06:00:00,0.7108585858585857
100653,Veg Burger,309,147.64,161.36,52.22,322.72,4.78,Street Food,Hyderabad,Star,2,2026-03-26 03:44:00,0.7777274669687799
100653,Fries,240,156.7,83.30000000000001,34.71,166.60000000000002,4.65,North Indian,Hyderabad,Star,2,2026-03-26 03:44:00,0.8208795355839629
100653,Coke,226,120.6,105.4,46.64,105.4,4.68,Chinese,Hyderabad,Star,1,2026-03-26 03:44:00,0.7108585858585857
100654,Veg Manchurian,391,160.39,230.61,58.98,461.22,4.87,Italian,Kolkata,Risk,2,2026-03-30 05:41:00,0.6991150442477877
100655,Paneer Butter Masala,152,65.53,86.47,56.89,259.41,4.83,South Indian,Kolkata,Star,3,2026-03-17 04:45:00,0.0
100655,Veg Momos,80,54.18,25.82,32.27,77.46000000000001,4.78,Mexican,Kolkata,Risk,3,2026-03-17 04:45:00,0.0
100655,Butter Naan,304,197.11,106.89,35.16,320.67,4.51,Mexican,Kolkata,Dog,3,2026-03-17 04:45:00,0.0
100656,Plain Dosa,162,76.82,85.18,52.58,170.36,4.11,Fast Food,Bangalore,Risk,2,2026-03-28 11:02:00,0.0
100656,Paneer Wrap,116,69.24,46.760000000000005,40.31,46.760000000000005,4.33,North Indian,Bangalore,Hidden Star,1,2026-03-28 11:02:00,0.0
100656,Greek Salad,254,147.04,106.96,42.11,213.92,3.97,Italian,Bangalore,Hidden Star,2,2026-03-28 11:02:00,0.0
100656,Pav Bhaji,168,96.56,71.44,42.52,214.32,4.39,Italian,Bangalore,Hidden Star,3,2026-03-28 11:02:00,0.0
100657,Tandoori Roti,213,147.17,65.83000000000001,30.91,65.83000000000001,3.91,Italian,Chennai,Hidden Star,1,2026-03-26 22:51:00,0.0
100657,Latte,158,89.86,68.14,43.13,68.14,4.17,Street Food,Chennai,Star,1,2026-03-26 22:51:00,0.0
100657,Schezwan Noodles,130,83.73,46.27,35.59,92.54,3.83,North Indian,Chennai,Hidden Star,2,2026-03-26 22:51:00,0.0
100657,Aloo Paratha,377,173.61,203.39,53.95,610.17,4.48,Mexican,Chennai,Hidden Star,3,2026-03-26 22:51:00,0.0
100658,Sweet Corn Soup,379,204.3,174.7,46.09,174.7,4.09,North Indian,Chennai,Dog,1,2026-03-16 19:15:00,0.0
